,cnstrct_yr,date_lstmo,bin,groundelev,heightroof,bbl,geometry,FLD_AR_ID,FLD_ZONE,STATIC_BFE,Bin #,Job Type,Job Status Descrp,Latest Action Date,Building Type,City Owned,Other Description,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height,Existing Dwelling Units,Proposed Dwelling Units,Existing Occupancy,Proposed Occupancy,Job Description,BBL_x,Borough,CD,CT2010,CB2010,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,LtdHeight,SplitZone,BldgClass,LandUse,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,YearAlter1,YearAlter2,BBL_y,CondoNo,Tract2010,PLUTOMapID,HeightDiff,LFE_est
55104,1962.0,2017-08-22,1078040,9.0,125.75,1003230001,"POLYGON ((990022.5100966389 200974.56004291, 990041.5491005635 200955.5305534063, 990057.479514898 200971.4691698286, 990066.1566628986 200980.1505829193, 990085.5175165692 200960.7992436622, 990048.3384570627 200923.6014834127, 990048.9398338047 200883.4198052524, 990085.6523588172 200846.7259809845, 990074.826264974 200835.894309751, 990066.5011503992 200827.564930072, 990054.1904794739 200839.8693674106, 990042.9155676534 200851.1387018377, 990022.9241378177 200831.1374295004, 990022.9999250619 200804.9298047483, 990003.2617755674 200804.8730463322, 989999.3165734718 200804.8615634035, 989999.241114321 200831.0691881741, 989979.1601177304 200851.1400141673, 989993.0121241509 200864.9989103301, 989995.5967646405 200867.584863156, 989979.18242739 200883.9909983282, 989998.6115223935 200903.4302639151, 989978.6319035592 200923.3993840789, 989989.7910019769 200934.5640599202, 989995.0236030668 200939.7992856591, 989978.8340028995 200955.9810118305, 989998.8224799801 200975.9793314112, 989998.7850784821 200989.015394577, 989998.7466927337 201002.2716016669, 990005.2433988918 201002.2903024197, 990022.4300443097 201002.3398429978, 990022.5100966389 200974.56004291))",2319,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999.0,1078040,A2,PRE-FILING,08/15/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,120.0,120.0,130.0,130.0,RES,RES,"new exterior flood wall as shown on drawings filed herewith. no change in use, egress or occupancy.",1003230001,MN,103,10.02,2003.0,R7-2,,,,,N,D3,3.0,1206975,2948300,0,2948300,0,0,0,0,0,0,2,21,14.0,2391,2391,898.67,1198.0,195.83,65.83,,0.0,5.0,5.0,32398200.0,98734050.0,32398200.0,98734050.0,1962,0,0,1003230001,0,1002,1,5.75,-5.25
55105,1962.0,2017-08-22,1078040,9.0,125.75,1003230001,"POLYGON ((990022.5100966389 200974.56004291, 990041.5491005635 200955.5305534063, 990057.479514898 200971.4691698286, 990066.1566628986 200980.1505829193, 990085.5175165692 200960.7992436622, 990048.3384570627 200923.6014834127, 990048.9398338047 200883.4198052524, 990085.6523588172 200846.7259809845, 990074.826264974 200835.894309751, 990066.5011503992 200827.564930072, 990054.1904794739 200839.8693674106, 990042.9155676534 200851.1387018377, 990022.9241378177 200831.1374295004, 990022.9999250619 200804.9298047483, 990003.2617755674 200804.8730463322, 989999.3165734718 200804.8615634035, 989999.241114321 200831.0691881741, 989979.1601177304 200851.1400141673, 989993.0121241509 200864.9989103301, 989995.5967646405 200867.584863156, 989979.18242739 200883.9909983282, 989998.6115223935 200903.4302639151, 989978.6319035592 200923.3993840789, 989989.7910019769 200934.5640599202, 989995.0236030668 200939.7992856591, 989978.8340028995 200955.9810118305, 989998.8224799801 200975.9793314112, 989998.7850784821 200989.015394577, 989998.7466927337 201002.2716016669, 990005.2433988918 201002.2903024197, 990022.4300443097 201002.3398429978, 990022.5100966389 200974.56004291))",2319,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,-9999.0,1078040,A1,APPLICATION PROCESSED - ENTIRE,09/23/2016,OTHER,Y,GEN. CONSTR.,14.0,14.0,120.0,120.0,130.0,130.0,RES,R-2,"all heating, ventilation, air conditioning, plumbing, electrical and other services facilities and equipment within the structure of site will be located or constructed so as to prevent water from entering or accumulating within the components during conditions of flooding in accordance with asce 24.",1003230001,MN,103,10.02,2003.0,R7-2,,,,,N,D3,3.0,1206975,2948300,0,2948300,0,0,0,0,0,0,2,21,14.0,2391,2391,898.67,1198.0,195.83,65.83,,0.0,5.0,5.0,32398200.0,98734050.0,32398200.0,98734050.0,1962,0,0,1003230001,0,1002,1,5.75,-5.25
55133,1950.0,2017-08-22,1077540,7.0,122.63,1003620010,"POLYGON ((991400.939426388 202928.6296255763, 991421.2303963169 202857.8761581706, 991414.0801481431 202855.8256373327, 991422.8773746503 202825.1505018171, 991401.7245298182 202819.0842409879, 991400.7297811522 202822.5527380021, 991380.8873011488 202816.8621325952, 991390.6661529867 202782.7650879055, 991363.3607613916 202774.9340668251, 991349.7233214852 202822.4867932421, 991346.9687338177 202821.6970966645, 991345.401151641 202827.1632930845, 991342.9044374824 202826.4470871607, 991301.1909382367 202814.4845126625, 991297.8451443922 202813.5248689061, 991289.9599895604 202841.0198926625, 991312.3713620625 202847.4473732473, 991323.2601198121 202850.5700704047, 991321.1124863203 202858.0582444221, 991317.6580968943 202870.1034959179, 991315.2794927214 202869.421082576, 991308.5938105589 202892.7336999977, 991348.7613811494 202904.2533619933, 991346.2672916524 202912.9501949874, 991370.883384138 202920.0098921549, 991400.939426388 202928.6296255763))",2291,AE,11.0,1077540,A2,PRE-FILING,10/06/2014,OTHER,Y,GEN. CONSTR.,13.0,13.0,119.0,119.0,92.0,92.0,RES,RES,"bldg #13- proposed incorporation of emergency power generators in bldg           enclosures to provide full back up power,  incorporation of specific remedial    storm attenuation features to prevent future flooding,renovation of bldg. mep    systems damaged by hurricane sandy,replacement of damaged equipment in  the same location with similar in kind equipment",1003620010,MN,103,24.0,1005.0,R7-2,,,,,N,D3,3.0,192650,380833,0,380833,0,0,0,0,0,0,2,6,14.0,461,461,493.58,422.25,165.83,85.83,,0.0,3.0,5.0,6300000.0,24777000.0,6300000.0,24777000.0,1950,0,0,1003620010,0,24,1,3.63,-10.37
55134,1950.0,2017-08-22,1077541,11.0,120.57,1003620010,"POLYGON ((991056.2399845567 203053.9000443245, 991066.3206730657 203020.1819359065, 991088.9193811418 203026.938484078, 991096.3599830577 203002.0507385734, 991129.0590646415 203011.8269657388, 991129.5475807361 203010.1931107431, 991138.4514343143 202980.4113461496, 991118.8852004709 202974.5616203347, 991117.7572499822 202978.334250577, 991098.1690345572 202972.477963082, 991107.8757080595 202940.0114925758, 991080.672022311 202931.8783067546, 991066.5985596477 202978.9513753259, 991062.9939080632 202977.8736215723, 991061.2035573142 202983.8624547452, 991037.9368715559 202976.9064319175, 991014.6147397308 202969.9336768244, 991006.4346379782 202997.2941864202, 991022.3929393886 203002.06517424, 991039.1744018943 203007.0825526629, 991033.2987574795 203026.7350724101, 991030.6727784737 203025.9502970764, 991025.0999549802 203044.5900235794, 991042.3092381465 203049.7350264084, 991056.2399845567 203053.9000443245))",2291,AE,11.0,1077541,A2,APPLICATION PROCESSED - ENTIRE,10/06/2014,OTHER,Y,GEN. CONSTR.,13.0,13.0,120.0,120.0,92.0,92.0,RES,RES,"bldg #10- proposed incorporation of emergency power generators in bldg           enclosures to provide full back up power,  incorporation of specific remedial    storm attenuation features to prevent future flooding,renovation of bldg. mep    systems damaged by hurricane sandy,replacement of damaged equipment in  the same location with similar in kind equipment",1003620010,MN,103,24.0,1005.0,R7-2,,,,,N,D3,3.0,192650,380833,0,380833,0,0,0,0,0,0,2,6,14.0,461,461,493.58,422.25,165.83,85.83,,0.0,3.0,5.0,6300000.0,24777000.0,6300000.0,24777000.0,1950,0,0,1003620010,0,24,1,0.57,-8.43
55135,1950.0,2017-08-22,1077539,7.0,62.78,1003620010,"POLYGON ((991508.5599460616 203100.7798718317, 991495.8391709797 203077.3730944883, 991520.2108413886 203064.1280422389, 991506.0068015588 203037.9919396579, 991472.3028007295 203056.3088321614, 991447.800225066 203011.2223081646, 991480.9956967251 202993.1819899178, 991466.6043213173 202966.7004155774, 991441.9436094785 202980.1026197426, 991429.3714561452 202956.9697919922, 991403.6165863876 202970.966483165, 991420.7828906435 203002.5536903368, 991393.3705438975 203017.4512983254, 991405.2117275596 203039.23996866, 991428.1608286513 203026.7682088203, 991448.491824734 203064.1782389935, 991426.5916060681 203076.0801180823, 991438.5194037233 203098.0279088155, 991465.8956613095 203083.1499858304, 991483.0199708955 203114.6600934203, 991508.5599460616 203100.7798718317))",2291,AE,11.0,1077539,A2,APPLICATION PROCESSED - ENTIRE,10/06/2014,OTHER,Y,GEN. CONSTR.,14.0,14.0,140.0,140.0,92.0,92.0,RES,RES,"bldg #12- proposed incorporation of emergency power generators in bldg           enclosures to provide full back up power,  incorporation of specific remedial    storm attenuation features to prevent future flooding,renovation of bldg. mep    systems damaged by hurricane sandy,replacement of damaged equipment in  the same location with similar in kind equipment",1003620010,MN,103,24.0,1005.0,R7-2,,,,,N,D3,3.0,192650,380833,0,380833,0,0,0,0,0,0,2,6,14.0,461,461,493.58,422.25,165.83,85.83,,0.0,3.0,5.0,6300000.0,24777000.0,6300000.0,24777000.0,1950,0,0,1003620010,0,24,1,-77.22,-70.22
55136,1950.0,2017-08-22,1077538,9.0,171.10824557,1003620010,"POLYGON ((991268.9098348146 203137.990099242, 991283.6604614721 203090.3314019003, 991286.4311252256 203091.1890117485, 991287.2956248074 203088.396694498, 991287.9481825666 203086.2874467427, 991288.6998214719 203086.5200578276, 991289.3041509839 203084.5679619928, 991305.2362057288 203089.4990544944, 991335.2335210604 203098.7834847508, 991343.5432157238 203071.9354413367, 991310.1174295541 203061.5899895827, 991316.1344778991 203042.1500678288, 991319.8323051479 203043.2944225004, 991325.475338475 203025.0625035839, 991293.7926590616 203015.256748904, 991295.1624069837 203010.8309047461, 991273.6457177246 203004.1711411693, 991273.073868483 203003.9943042499, 991241.0047068899 202994.0687991597, 991211.5096871402 203089.3661807468, 991230.7402917311 203095.3182685674, 991232.2681758113 203090.3815986548, 991251.5939245672 203096.3628859155, 991241.3498505678 203129.4599325774, 991268.9098348146 203137.990099242))",2291,AE,11.0,1077538,A2,APPLICATION PROCESSED - ENTIRE,10/06/2014,OTHER,Y,GEN. CONSTR.,13.0,13.0,120.0,120.0,92.0,92.0,RES,RES,"bldg #11- proposed incorporation of emergency power generators in bldg           enclosures to provide full back up power,  incorporation of specific remedial    storm attenuation features to prevent future flooding,renovation of bldg. mep    systems damaged by hurricane sandy,replacement of damaged equipment in  the same location with similar in kind equipment",1003620010,MN,103,24.0,1005.0,R7-2,,,,,N,D3,3.0,192650,380833,0,380833,0,0,0,0,0,0,2,6,14.0,461,461,493.58,422.25,165.83,85.83,,0.0,3.0,5.0,6300000.0,24777000.0,6300000.0,24777000.0,1950,0,0,1003620010,0,24,1,51.10824557,40.10824557
55137,1950.0,2017-08-22,1077504,9.0,61.01,1003620010,"POLYGON ((991203.8499255647 203269.2700204126, 991186.32108922 203238.7067613255, 991213.7193283887 203222.9928819922, 991201.2574110633 203201.2645789881, 991179.8069946439 203213.56704783, 991158.5452261418 203176.4959277453, 991180.8276619044 203163.7164257446, 991168.7532109789 203142.6636463279, 991142.0239337254 203157.9936681595, 991123.9678674812 203126.5111195828, 991123.6673431424 203125.9874985745, 991099.1867490559 203140.0278248264, 991099.9728367348 203141.398557, 991112.4180218135 203163.0976605779, 991087.8987139042 203177.1602964922, 991102.2494069783 203202.1815719115, 991128.918973058 203186.8856707454, 991129.7395094782 203188.3167702495, 991135.6407443855 203184.9322625718, 991160.5924661481 203228.4380810747, 991127.0593967283 203247.6703260746, 991141.8910599806 203273.5311667331, 991165.1928506468 203260.166692157, 991178.6898708951 203283.6997815724, 991203.8499255647 203269.2700204126))",2291,AE,11.0,1077504,A2,PRE-FILING,10/06/2014,OTHER,Y,GEN. CONSTR.,14.0,14.0,140.0,140.0,92.0,92.0,RES,RES,"bldg. #9- proposed incorporation of emergency power generators  in building      enclosures to provide full back up power,  incorporation of specific remedial    storm attenuation features  to prevent future flooding,renovation of bldg. mep   systems  damaged by hurricane sandy, replacement of damaged equipment in  the    same location with similar in kind equi",1003620010,MN,103,24.0,1005.0,R7-2,,,,,N,D3,3.0,192650,380833,0,380833,0,0,0,0,0,0,2,6,14.0,461,461,493.58,422.25,165.83,85.83,,0.0,3.0,5.0,6300000.0,24777000.0,6300000.0,24777000.0,1950,0,0,1003620010,0,24,1,-78.99,-69.99
55148,1950.0,2017-08-22,1077550,9.0,121.04,1003670001,"POLYGON ((991441.7598828047 203457.5698406613, 991451.8330253984 203423.3956964128, 991474.7591606393 203430.1532288211, 991481.9691199807 203405.6929759156, 991514.4070472276 203415.2543084983, 991523.7728421391 203383.4791095666, 991505.1810158052 203377.9991336748, 991504.088170232 203381.706803417, 991483.9195753956 203375.7619334112, 991493.5826138114 203342.9795186555, 991466.142379985 203334.8912802335, 991452.2382083099 203382.0621176548, 991448.7004857224 203381.0194688312, 991446.99412431 203386.8094834873, 991400.0444150565 203372.9706004207, 991391.8383947323 203400.8110959133, 991425.3471859868 203410.6880446621, 991419.5945728131 203430.2044098309, 991416.1296847314 203429.1830864191, 991410.4800897259 203448.350042826, 991441.7598828047 203457.5698406613))",2291,AE,11.0,1077550,A2,APPLICATION PROCESSED - ENTIRE,10/06/2014,OTHER,Y,GEN. CONSTR.,7.0,7.0,75.0,75.0,106.0,106.0,RES,RES,"bldg.#8- proposed incorporation of emergency power generators in building        enclosures to provide full back up power, incorporation of specific remedial     storm attenuation features to prevent future flooding,renovation of bldg. mep    systems  damaged by hurricane sandy, replacement of damaged equipment in the     same location with similar in kind equipment",1003670001,MN,103,24.0,2000.0,R7-2,M1-2,,,,Y,D3,3.0,318450,610785,0,610785,0,0,0,0,0,0,2,8,7.0,743,743,422.5,722.5,170.83,90.83,,0.0,3.0,5.0,9314550.0,38485800.0,9314550.0,38485800.0,1950,0,0,1003670001,0,24,1,46.04,60.04
55149,1950.0,2017-08-22,1077543,9.0,61.01,1003670001,"POLYGON ((991331.849997636 203501.2400289041, 991314.3211613168 203470.676769831, 991341.7194004805 203454.9628904977, 991329.2574831423 203433.2345874982, 991307.8067386443 203445.5370563355, 991286.5452982348 203408.4659362508, 991308.8274058994 203395.6864342408, 991296.7532830707 203374.6336548287, 991270.0240058175 203389.9636766697, 991251.6674152324 203357.9575070754, 991227.1868211488 203371.9978333272, 991229.4778270596 203375.9922479205, 991240.4177658111 203395.0676690881, 991215.8987859798 203409.1299769188, 991230.2491509761 203434.1515804123, 991234.3984208994 203431.7716639134, 991256.9187170562 203418.8556792508, 991257.7395815566 203420.2867787411, 991263.6408164805 203416.9022710772, 991288.5925382237 203460.4080895848, 991255.0591407296 203479.64033458, 991269.8911320529 203505.5011752479, 991293.1929227269 203492.1367006671, 991306.6899429711 203515.6697900778, 991331.849997636 203501.2400289041))",2291,AE,11.0,1077543,A2,APPLICATION PROCESSED - ENTIRE,10/06/2014,OTHER,Y,GEN. CONSTR.,6.0,6.0,51.0,51.0,48.0,48.0,RES,RES,"bldg. #1- proposed incorporation of emergency power generators in building       enclosures to provide full back up power, incorporation of specific remedial     storm attenuation features to prevent future flooding,renovation of bldg. mep    systems damaged by hurricane sandy, replacement of damaged equipment in the same location with similar in kind equipment",1003670001,MN,103,24.0,2000.0,R7-2,M1-2,,,,Y,D3,3.0,318450,610785,0,610785,0,0,0,0,0,0,2,8,7.0,743,743,422.5,722.5,170.83,90.83,,0.0,3.0,5.0,9314550.0,38485800.0,9314550.0,38485800.0,1950,0,0,1003670001,0,24,1,10.01,0.00999999999999
55150,1950.0,2017-08-22,1077544,9.0,120.64,1003670001,"POLYGON ((991388.9499490575 203664.5999384155, 991401.8882433913 203617.9061341716, 991406.121502639 203619.0793601672, 991407.9955146482 203612.3165784176, 991455.5918761493 203625.5048722322, 991463.0633178963 203598.541343503, 991429.2546584734 203589.1732519983, 991434.813046306 203569.1125965765, 991437.1480153938 203569.7595769001, 991443.6391441372 203546.3331145812, 991413.351475061 203537.9407429219, 991402.4502501487 203577.2835120007, 991382.4903163163 203571.753011243, 991376.410932139 203593.6935841662, 991338.8145506397 203583.2759540694, 991330.1935049009 203614.3887527509, 991351.21741298 203620.2142004113, 991352.1006133133 203617.0262146609, 991371.2446038896 203622.3309940742, 991361.6301218118 203657.0300716698, 991388.9499490575 203664.5999384155))",2291,AE,11.0,1077544,A2,APPLICATION PROCESSED - ENTIRE,10/06/2014,OTHER,Y,GEN. CONSTR.,14.0,14.0,120.0,120.0,117.0,117.0,RES,RES,"bldg.#2- proposed incorporation of emergency power generators in building        enclosures to provide full back up power, incorporation of specific remedial     storm attenuation features to prevent future flooding,renovation of bldg. mep    systems damaged by hurricane sandy, replacement of damaged equipment in the same location with similar in kind equipment.",1003670001,MN,103,24.0,2000.0,R7-2,M1-2,,,,Y,D3,3.0,318450,610785,0,610785,0,0,0,0,0,0,2,8,7.0,743,743,422.5,722.5,170.83,90.83,,0.0,3.0,5.0,9314550.0,38485800.0,9314550.0,38485800.0,1950,0,0,1003670001,0,24,1,0.64,59.64
55151,1950.0,2017-08-22,1077545,9.0,120.64,1003670001,"POLYGON ((991471.8700588046 203825.5399052448, 991483.1561254723 203785.8546171539, 991502.9008366474 203791.4697634151, 991509.2964931454 203768.9809632457, 991546.7537673123 203779.6331729007, 991555.5122799752 203748.8353342461, 991534.9444077308 203742.9862645797, 991534.0907348999 203745.9875709137, 991518.5031676446 203741.554836992, 991514.3703018862 203740.3793144162, 991524.0923953054 203706.193687253, 991496.8421217354 203698.444030822, 991483.2335531379 203746.2969534877, 991480.2447139771 203745.4468895797, 991478.6754913921 203750.9655793204, 991462.5816915645 203746.3888168246, 991430.5623986415 203737.2831919981, 991422.8275059784 203764.4819564851, 991456.8960073896 203774.1705854137, 991451.2936563932 203793.8706772331, 991448.562690736 203793.0941039973, 991444.6404544722 203806.8867273212, 991441.7700534038 203816.9798829962, 991471.8700588046 203825.5399052448))",2291,AE,11.0,1077545,A2,APPLICATION PROCESSED - ENTIRE,10/06/2014,OTHER,Y,GEN. CONSTR.,14.0,14.0,120.0,120.0,124.0,124.0,RES,RES,"bldg.#3- proposed incorporation of emergency power generators in building        enclosures to provide full back up power, incorporation of specific remedial     storm attenuation features to prevent future flooding,renovation of bldg. mep    systems damaged by hurricane sandy, replacement of damaged equipment in the same location with similar in kind equipment.",1003670001,MN,103,24.0,2000.0,R7-2,M1-2,,,,Y,D3,3.0,318450,610785,0,610785,0,0,0,0,0,0,2,8,7.0,743,743,422.5,722.5,170.83,90.83,,0.0,3.0,5.0,9314550.0,38485800.0,9314550.0,38485800.0,1950,0,0,1003670001,0,24,1,0.64,59.64
55152,1950.0,2017-08-22,1077546,7.0,63.37,1003670001,"POLYGON ((991778.5098654787 203833.1497981552, 991766.2549687298 203810.5025337357, 991803.8805496421 203790.1423382601, 991815.7401059739 203812.0592891634, 991837.5819258075 203800.2400870861, 991822.852624564 203773.0209814008, 991854.1511183971 203756.0846635773, 991840.1937972306 203730.2920642404, 991816.5934507268 203743.0627079993, 991803.5491854865 203718.9567850718, 991777.6509433081 203732.9711927327, 991792.4707955569 203760.3586051653, 991791.2883832318 203760.9983676649, 991794.0387058103 203766.0810346668, 991749.721209139 203790.0622859076, 991732.5949310659 203758.4130710014, 991706.9309403895 203772.3005104094, 991720.2494833169 203796.9136501587, 991696.5241370647 203809.7518790721, 991710.3722064791 203835.3430352424, 991742.3550821393 203818.036311338, 991756.8698168978 203844.8600765883, 991778.5098654787 203833.1497981552))",2291,AE,11.0,1077546,A2,APPLICATION PROCESSED - ENTIRE,10/06/2014,OTHER,Y,GEN. CONSTR.,7.0,7.0,75.0,75.0,106.0,106.0,RES,RES,"bldg.#4- proposed incorporation of emergency power generators in building        enclosures to provide full back up power, incorporation of specific remedial     storm attenuation features to prevent future flooding,renovation of bldg. mep    systems damaged by hurricane sandy, replacement of damaged equipment in the same location with similar in kind equipment.",1003670001,MN,103,24.0,2000.0,R7-2,M1-2,,,,Y,D3,3.0,318450,610785,0,610785,0,0,0,0,0,0,2,8,7.0,743,743,422.5,722.5,170.83,90.83,,0.0,3.0,5.0,9314550.0,38485800.0,9314550.0,38485800.0,1950,0,0,1003670001,0,24,1,-11.63,0.37
55153,1950.0,2017-08-22,1077549,7.0,62.73,1003670001,"POLYGON ((991636.7001097349 203332.689841081, 991623.9793346396 203309.2830637468, 991648.351005064 203296.0380115021, 991634.1469652217 203269.9019089071, 991600.4429643917 203288.2188014153, 991575.9400606439 203243.1322774046, 991609.135860399 203225.0919591531, 991594.7441568994 203198.6103848313, 991570.08344506 203212.0125890011, 991557.5116198077 203188.8797612414, 991531.7564219845 203202.876780507, 991548.9230543075 203234.4636595768, 991545.3984550697 203236.3790100777, 991521.51037948 203249.3612675746, 991533.351891237 203271.1499379232, 991556.3006642333 203258.6781780788, 991576.6316603131 203296.0882082427, 991554.7317697273 203307.9900873176, 991566.6592393084 203329.937878088, 991594.0354968869 203315.059955075, 991611.1598064756 203346.5700626509, 991636.7001097349 203332.689841081))",2292,AE,12.0,1077549,A2,APPLICATION PROCESSED - ENTIRE,10/06/2014,OTHER,Y,GEN. CONSTR.,7.0,7.0,75.0,75.0,106.0,106.0,RES,RES,"bldg.#7- proposed incorporation of emergency power generators in building        enclosures to provide full back up power, incorporation of specific remedial     storm attenuation features to prevent future flooding,renovation of bldg. mep    systems damaged by hurricane sandy, replacement of damaged equipment in the same location with similar in kind equipment.",1003670001,MN,103,24.0,2000.0,R7-2,M1-2,,,,Y,D3,3.0,318450,610785,0,610785,0,0,0,0,0,0,2,8,7.0,743,743,422.5,722.5,170.83,90.83,,0.0,3.0,5.0,9314550.0,38485800.0,9314550.0,38485800.0,1950,0,0,1003670001,0,24,1,-12.27,-0.27
55247,1900.0,2017-08-22,1001345,8.0,77.54,1000977502,"POLYGON ((983511.7704934756 197082.1442713337, 983496.1698028911 197073.0442239088, 983508.2357236453 197054.5472136644, 983487.1048603964 197042.2211228166, 983482.8410893978 197049.5304914226, 983473.8571834731 197064.9317073277, 983451.5714668939 197051.9320614169, 983427.0098362255 197094.709863007, 983480.9270512332 197131.4197633361, 983511.7704934756 197082.1442713337))",2292,AE,12.0,1001345,A2,APPLICATION PROCESSED - ENTIRE,05/07/2014,OTHER,,STRUCTURAL,5.0,5.0,59.0,59.0,13.0,13.0,R-2,R-2,"structural repair work due to flood damage caused by hurricane sandy. shoring    and reinforcement of west water street walls. no change of use, occupancy or     egress is being proposed under this application.",1000977502,MN,101,15.01,3014.0,C6-2A,,,,,N,R4,3.0,5990,21450,0,21450,0,0,0,0,0,0,2,1,6.0,18,18,66.58,72.83,0.0,0.0,,0.0,0.0,5.0,386997.0,1420650.0,11800.0,11800.0,1900,0,0,1000977502,1218,1501,1,18.54,25.54
55248,1900.0,2017-08-22,1001345,8.0,77.54,1000977502,"POLYGON ((983511.7704934756 197082.1442713337, 983496.1698028911 197073.0442239088, 983508.2357236453 197054.5472136644, 983487.1048603964 197042.2211228166, 983482.8410893978 197049.5304914226, 983473.8571834731 197064.9317073277, 983451.5714668939 197051.9320614169, 983427.0098362255 197094.709863007, 983480.9270512332 197131.4197633361, 983511.7704934756 197082.1442713337))",2292,AE,12.0,1001345,A2,APPLICATION PROCESSED - ENTIRE,09/22/2014,OTHER,,STRUCTURAL,5.0,5.0,59.0,59.0,13.0,13.0,R-2,R-2,"structural repair work due to flood damage caused by hurricane sandy. shoring    and reinforcement of west water street walls. no change of use, occupancy or     egress is being proposed under this application.",1000977502,MN,101,15.01,3014.0,C6-2A,,,,,N,R4,3.0,5990,21450,0,21450,0,0,0,0,0,0,2,1,6.0,18,18,66.58,72.83,0.0,0.0,,0.0,0.0,5.0,386997.0,1420650.0,11800.0,11800.0,1900,0,0,1000977502,1218,1501,1,18.54,25.54
56113,1900.0,2017-08-22,3008487,7.0,32.96,3005460011,"POLYGON ((981258.0010508894 186522.7142747388, 981232.0496592217 186494.0027179913, 981217.8587427305 186506.8291359204, 981229.6024856376 186519.8218920721, 981243.8101343967 186535.5410207421, 981258.0010508894 186522.7142747388))",2368,AE,12.0,3008487,A1,PLAN EXAM - IN PROCESS,12/02/2014,1-2-3 FAMILY,,GEN. CONSTR.,3.0,4.0,30.0,40.0,2.0,2.0,RES,R-3,"bib no. 001415 - exist. old code 2 family dwelling. three story and cellar       damaged by hurricane sandy in ae flood zone being elevated & renovated. cellar & 1st floor are being abandoned due to new 12' bfe : cellar to be filled, 1st      floor non-habitable, and a partial 4th story constructed to replace the 1st      floor residential area.",3005460011,BK,306,53.0,2007.0,R5,,,,,N,C0,2.0,1495,2848,0,2848,0,0,0,0,0,0,2,1,3.0,3,3,20.33,73.5,20.33,35.0,,3.0,5.0,3.0,1563.0,7188.0,1550.0,1550.0,1900,0,0,3005460011,0,53,1,2.96,9.96
57631,2004.0,2017-08-22,4532506,7.0,26.33,4137260072,"POLYGON ((1054595.580097231 178769.7799774898, 1054584.412140565 178743.0759626684, 1054548.712080732 178758.0060509, 1054559.340340316 178783.4193859188, 1054559.8800374 178784.71006574, 1054560.201559063 178784.5755515748, 1054595.580097231 178769.7799774898))",2407,AE,9.0,4532506,A1,PLAN EXAM - IN PROCESS,12/09/2015,1-2-3 FAMILY,,GEN. CONSTR.,2.0,2.0,25.0,27.0,1.0,1.0,J-3,R-3,"bib work app-000430.rehabilitation with elevation of existing dwelling to be raised 3 foot. existing foundation shall be demolished, new grade beam, helical pile foundation system shall be installed. interior and exterior elevation as needed. no change to use egress or occupancy. this application is fee exempt based on legislation intro 389.",4137260072,QN,413,694.0,1002.0,R3X,,,,,N,B2,1.0,3720,2184,0,2184,0,0,0,0,0,0,2,1,2.0,2,2,40.0,93.0,26.0,42.0,,1.0,5.0,2.0,7774.0,29446.0,0.0,0.0,2004,0,0,4137260072,0,694,1,1.33,13.33
57706,1915.0,2017-08-22,4292149,5.0,30.90508369,4139210102,"POLYGON ((1055956.35001348 170904.5801567448, 1055926.310047315 170898.4200640774, 1055922.573506217 170916.6418124086, 1055927.099087731 170917.5699601725, 1055923.955065149 170932.9016224033, 1055951.293921235 170938.5079104088, 1055957.132820309 170910.0338859947, 1055955.308348894 170909.6598709855, 1055956.35001348 170904.5801567448))",2407,AE,9.0,4292149,A2,APPLICATION PROCESSED - ENTIRE          ,07/03/2013,1-2-3 FAMILY,,GEN. CONSTR.   ,2.0,2.0,21.0,21.0,    1,    1,J-3 ,J-3 ,application file to 3elevate dwelling above flood elevation                     ,4139210102,QN,413,664.0,1010.0,M1-1,,,,,N,A1,1.0,3817,996,0,996,0,0,0,0,0,0,2,1,2.0,1,1,38.17,100.0,22.0,25.0,,1.0,3.0,0.0,4195.0,8849.0,0.0,0.0,1915,0,0,4139210102,0,664,1,9.90508369,15.90508369
